archive,neuron_name,neuron_id,species,source,whole_brain,axon_dend_ratio,bp_apical,bp_axon,bp_basal,dendrite_type,diam_max_um,diam_measured,diam_med_um,diam_min_um,dynamic_range,extent_x_um,extent_y_um,extent_z_um,file,frac_len_modal_diam,frac_len_subres,len_apical_um,len_axon_um,len_basal_um,len_dend_um,len_total_um,max_extent_um,max_radial_um,modal_diam_um,n_distinct_diam,nmo_attributes,nmo_domain,points,soma_diam_um,soma_points,structure,tip_apical,tip_axon,tip_basal
FlyEM,16648,51769,drosophila melanogaster,flyem,False,0.0,0,0,126,,0.87214,True,0.186274,0.04,796,17.21,31.82,10.01,flyem__16648.swc,0.146275,0.709194,0.0,0.0,266.6728,266.6728,266.6728,31.82,22.9895,0.138886,112,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",1099,,0,,0,0,127
FlyEM,440210,51952,drosophila melanogaster,flyem,False,0.0,0,0,88,,1.1156,True,0.213,0.04,602,7.25,24.09,4.26,flyem__440210.swc,0.119144,0.548215,0.0,0.0,157.8873,157.8873,157.8873,24.09,23.0183,0.18628,86,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",551,,0,,0,0,89
FlyEM,17092,51881,drosophila melanogaster,flyem,False,0.0,0,0,63,,1.08314,True,0.24844,0.04,766,7.76,30.65,6.55,flyem__17092.swc,0.074073,0.363028,0.0,0.0,131.6763,131.6763,131.6763,30.65,17.242,0.186274,93,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",379,,0,,0,0,64
FlyEM,571192,51961,drosophila melanogaster,flyem,False,0.0,0,0,286,,1.108,True,0.186,0.04,1546,9.97,61.82,8.63,flyem__571192.swc,0.14106,0.613136,0.0,0.0,570.3615,570.3615,570.3615,61.82,59.0264,0.12,170,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",2159,,0,,0,0,287
FlyEM,14398,51764,drosophila melanogaster,flyem,False,0.0,0,0,28,,1.11496,True,0.2,0.04,1062,42.47,16.31,10.32,flyem__14398.swc,0.100833,0.554165,0.0,0.0,122.5345,122.5345,122.5345,42.47,39.2235,0.12,50,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",408,,0,,0,0,29
FlyEM,464206,51954,drosophila melanogaster,flyem,False,0.0,0,0,58,,1.6624,True,0.213,0.04,611,6.18,24.45,4.5,flyem__464206.swc,0.109571,0.503302,0.0,0.0,132.7622,132.7622,132.7622,24.45,21.9679,0.2484,68,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",441,,0,,0,0,59
FlyEM,48665,52195,drosophila melanogaster,flyem,False,0.0,0,0,255,,0.9918,True,0.13888,0.04,1610,17.41,64.39,13.62,flyem__48665.swc,0.266652,0.721315,0.0,0.0,583.5134,583.5134,583.5134,64.39,49.8421,0.12,182,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",2562,,0,,0,0,256
FlyEM,24440,51733,drosophila melanogaster,flyem,False,0.0,0,0,107,,0.8942,True,0.2,0.04,1784,14.01,71.34,15.43,flyem__24440.swc,0.106539,0.547261,0.0,0.0,274.8904,274.8904,274.8904,71.34,68.1507,0.18628,103,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",955,,0,,0,0,108
FlyEM,417755,52221,drosophila melanogaster,flyem,False,0.0,0,0,89,,1.06,True,0.13888,0.04,1482,10.93,59.3,12.13,flyem__417755.swc,0.190156,0.578496,0.0,0.0,234.494,234.494,234.494,59.3,36.3456,0.12,97,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",854,,0,,0,0,90
FlyEM,474,51806,drosophila melanogaster,flyem,False,0.0,0,0,121,,1.2122,True,0.2,0.04,735,29.39,29.11,11.8,flyem__474.swc,0.076942,0.43709,0.0,0.0,308.6233,308.6233,308.6233,29.39,35.2542,0.12,137,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",973,,0,,0,0,122
FlyEM,547350,52116,drosophila melanogaster,flyem,False,0.0,0,0,42,,0.748,True,0.18628,0.04,271,5.98,10.84,5.12,flyem__547350.swc,0.155641,0.684334,0.0,0.0,91.2726,91.2726,91.2726,10.84,7.948,0.12,54,"Diameter, 3D, Angles","Dendrites, No Soma, No Axon",364,,0,,0,0,43
Althammer,PVN_40x_6_filament18,147519,rat,althammer,False,,0,0,0,,5.366,True,1.08,0.89,75,30.33,66.98,35.08,althammer__PVN_40x_6_filament18.swc,0.334928,0.0,0.0,0.0,0.0,0.0,546.1211,66.98,50.2045,0.89,645,"Diameter, 3D, Angles","Neurites, No Soma",1550,,0,,0,0,0
Althammer,PVN_40x_6_filament23,147608,rat,althammer,False,,0,0,0,,4.666,True,1.11,0.89,70,33.18,62.25,20.72,althammer__PVN_40x_6_filament23.swc,0.367907,0.0,0.0,0.0,0.0,0.0,754.7346,62.25,46.1193,0.89,744,"Diameter, 3D, Angles","Neurites, No Soma",1756,,0,,0,0,0
Althammer,PVN12_microglia_24,147230,rat,althammer,False,,0,0,0,,6.584,True,0.678,0.3,274,46.76,82.23,33.33,althammer__PVN12_microglia_24.swc,0.052695,0.0,0.0,0.0,0.0,0.0,972.1261,82.23,55.32,0.3,988,"Diameter, 3D, Angles","Processes, No Soma",2368,,0,,0,0,0
Althammer,PVN_40x_9_filament18,147551,rat,althammer,False,,0,0,0,,3.878,True,1.465,0.89,56,25.4,49.62,10.88,althammer__PVN_40x_9_filament18.swc,0.270326,0.0,0.0,0.0,0.0,0.0,180.1416,49.62,29.8319,0.89,316,"Diameter, 3D, Angles","Neurites, No Soma",513,,0,,0,0,0
Althammer,PVN_40x_3_filament15,147211,rat,althammer,False,,0,0,0,,4.54,True,0.918,0.89,164,64.96,145.52,33.33,althammer__PVN_40x_3_filament15.swc,0.450463,0.0,0.0,0.0,0.0,0.0,926.8541,145.52,82.4407,0.89,599,"Diameter, 3D, Angles","Neurites, No Soma",2648,,0,,0,0,0
Althammer,PVN_40x_6_filament22,147562,rat,althammer,False,,0,0,0,,4.922,True,0.929,0.89,45,33.5,40.0,21.29,althammer__PVN_40x_6_filament22.swc,0.458937,0.0,0.0,0.0,0.0,0.0,206.7355,40.0,26.9161,0.89,240,"Diameter, 3D, Angles","Neurites, No Soma",527,,0,,0,0,0
Althammer,PVN_40x_6_filament8,147614,rat,althammer,False,,0,0,0,,5.892,True,0.929,0.89,104,39.86,92.93,26.4,althammer__PVN_40x_6_filament8.swc,0.461366,0.0,0.0,0.0,0.0,0.0,813.7471,92.93,73.1767,0.89,706,"Diameter, 3D, Angles","Neurites, No Soma",2101,,0,,0,0,0
Althammer,PVN11_microglia_5,147499,rat,althammer,False,,0,0,0,,6.066,True,0.649,0.3,159,41.38,47.81,34.33,althammer__PVN11_microglia_5.swc,0.056025,0.0,0.0,0.0,0.0,0.0,671.9388,47.81,31.628,0.3,785,"Diameter, 3D, Angles","Processes, No Soma",1739,,0,,0,0,0
Althammer,PVN4_microglia_8,147601,rat,althammer,False,,0,0,0,,6.186,True,0.87,0.3,158,47.34,42.66,29.05,althammer__PVN4_microglia_8.swc,0.054727,0.0,0.0,0.0,0.0,0.0,517.9455,47.34,39.5081,0.3,726,"Diameter, 3D, Angles","Processes, No Soma",1227,,0,,0,0,0
Althammer,PVN20_microglia13,147201,rat,althammer,False,,0,0,0,,6.45,True,0.67,0.3,232,59.27,69.51,52.38,althammer__PVN20_microglia13.swc,0.059723,0.0,0.0,0.0,0.0,0.0,1630.1266,69.51,57.733,0.3,442,"Diameter, 3D, Angles","Processes, Soma",4226,7.0,3,,0,0,0
Althammer,PVN2_microglia_20,147293,rat,althammer,False,,0,0,0,,7.0,True,1.07,0.3,181,38.64,54.29,30.43,althammer__PVN2_microglia_20.swc,0.042885,0.0,0.0,0.0,0.0,0.0,541.6171,54.29,32.3916,0.3,821,"Diameter, 3D, Angles","Processes, No Soma",1318,,0,,0,0,0
Althammer,PVN_40x_2_filament5,147456,rat,althammer,False,,0,0,0,,5.004,True,0.922,0.89,121,83.89,107.61,33.13,althammer__PVN_40x_2_filament5.swc,0.45321,0.0,0.0,0.0,0.0,0.0,903.3156,107.61,105.3529,0.89,743,"Diameter, 3D, Angles","Neurites, No Soma",2594,,0,,0,0,0
Althammer,PVN_40x_2_filament8,147457,rat,althammer,False,,0,0,0,,4.514,True,1.028,0.89,137,102.3,121.58,31.23,althammer__PVN_40x_2_filament8.swc,0.36838,0.0,0.0,0.0,0.0,0.0,880.8365,121.58,121.4261,0.89,719,"Diameter, 3D, Angles","Neurites, No Soma",2490,,0,,0,0,0
Althammer,PVN21_microglia16,147647,rat,althammer,False,,0,0,0,,6.36,True,0.83,0.3,172,44.97,51.56,33.05,althammer__PVN21_microglia16.swc,0.047276,0.0,0.0,0.0,0.0,0.0,753.667,51.56,30.276,0.3,376,"Diameter, 3D, Angles","Processes, Soma",1913,7.0,3,,0,0,0
Althammer,PVN_40x_9_filament15,147183,rat,althammer,False,,0,0,0,,5.036,True,0.958,0.89,63,35.95,55.85,12.73,althammer__PVN_40x_9_filament15.swc,0.443542,0.0,0.0,0.0,0.0,0.0,471.2333,55.85,31.5389,0.89,567,"Diameter, 3D, Angles","Neurites, No Soma",1340,,0,,0,0,0
Althammer,PVN4_microglia_3,147616,rat,althammer,False,,0,0,0,,6.198,True,1.033,0.3,112,33.11,33.63,26.4,althammer__PVN4_microglia_3.swc,0.041662,0.0,0.0,0.0,0.0,0.0,359.8575,33.63,30.4085,0.3,630,"Diameter, 3D, Angles","Processes, No Soma",907,,0,,0,0,0
Althammer,PVN9_microglia_25,147521,rat,althammer,False,,0,0,0,,7.0,True,0.692,0.3,299,56.71,89.76,40.84,althammer__PVN9_microglia_25.swc,0.058683,0.0,0.0,0.0,0.0,0.0,1473.789,89.76,55.9858,0.3,1218,"Diameter, 3D, Angles","Processes, No Soma",3777,,0,,0,0,0
Althammer,PVN4_microglia_6,147627,rat,althammer,False,,0,0,0,,7.0,True,0.768,0.3,206,53.72,61.93,35.55,althammer__PVN4_microglia_6.swc,0.053637,0.0,0.0,0.0,0.0,0.0,797.9967,61.93,39.8912,0.3,897,"Diameter, 3D, Angles","Processes, No Soma",1895,,0,,0,0,0
Althammer,PVN_40x_10_filament11,147441,rat,althammer,False,,0,0,0,,5.164,True,0.89,0.89,78,42.03,69.5,25.82,althammer__PVN_40x_10_filament11.swc,0.4908,0.0,0.0,0.0,0.0,0.0,980.4676,69.5,57.911,0.89,747,"Diameter, 3D, Angles","Neurites, No Soma",2665,,0,,0,0,0
Althammer,PVN14_microglia_24,147602,rat,althammer,False,,0,0,0,,6.436,True,0.704,0.3,227,38.48,68.16,41.06,althammer__PVN14_microglia_24.swc,0.056964,0.0,0.0,0.0,0.0,0.0,877.1389,68.16,55.9348,0.3,946,"Diameter, 3D, Angles","Processes, No Soma",2358,,0,,0,0,0
Althammer,PVN_40x_7_filament16,147652,rat,althammer,False,,0,0,0,,4.968,True,0.896,0.89,36,24.42,32.44,19.74,althammer__PVN_40x_7_filament16.swc,0.472844,0.0,0.0,0.0,0.0,0.0,113.1912,32.44,19.0517,0.89,122,"Diameter, 3D, Angles","Neurites, No Soma",301,,0,,0,0,0
Althammer,PVN14_microglia_21,147656,rat,althammer,False,,0,0,0,,6.348,True,0.772,0.3,188,46.34,56.38,33.18,althammer__PVN14_microglia_21.swc,0.056086,0.0,0.0,0.0,0.0,0.0,629.6335,56.38,32.7751,0.3,806,"Diameter, 3D, Angles","Processes, No Soma",1558,,0,,0,0,0
Althammer,PVN23_microglia3,147392,rat,althammer,False,,0,0,0,,6.41,True,0.7,0.3,160,40.77,48.04,35.21,althammer__PVN23_microglia3.swc,0.056055,0.0,0.0,0.0,0.0,0.0,812.1386,48.04,37.8901,0.3,383,"Diameter, 3D, Angles","Processes, Soma",2039,7.0,3,,0,0,0
Althammer,PVN14_microglia_25,147225,rat,althammer,False,,0,0,0,,6.094,True,0.948,0.3,153,36.87,46.02,26.57,althammer__PVN14_microglia_25.swc,0.056096,0.0,0.0,0.0,0.0,0.0,547.74,46.02,29.212,0.3,778,"Diameter, 3D, Angles","Processes, No Soma",1292,,0,,0,0,0
Althammer,PVN4_microglia_21,147532,rat,althammer,False,,0,0,0,,6.47,True,0.828,0.3,148,31.08,44.3,29.67,althammer__PVN4_microglia_21.swc,0.06235,0.0,0.0,0.0,0.0,0.0,413.1182,44.3,36.8266,0.3,619,"Diameter, 3D, Angles","Processes, No Soma",968,,0,,0,0,0
Althammer,PVN19_microglia17,147365,rat,althammer,False,,0,0,0,,6.42,True,0.69,0.3,167,49.14,50.04,40.56,althammer__PVN19_microglia17.swc,0.068512,0.0,0.0,0.0,0.0,0.0,796.2633,50.04,37.5002,0.3,371,"Diameter, 3D, Angles","Processes, No Soma",2092,,0,,0,0,0
Althammer,PVN28_microglia15,147233,rat,althammer,False,,0,0,0,,6.67,True,0.705,0.3,198,51.04,59.49,42.67,althammer__PVN28_microglia15.swc,0.053008,0.0,0.0,0.0,0.0,0.0,711.5781,59.49,50.4697,0.3,349,"Diameter, 3D, Angles","Processes, Soma",1923,7.0,3,,0,0,0
Althammer,PVN_40x_9_filament7,147190,rat,althammer,False,,0,0,0,,3.256,True,0.89,0.89,204,39.02,181.16,30.17,althammer__PVN_40x_9_filament7.swc,0.5082,0.0,0.0,0.0,0.0,0.0,673.5643,181.16,141.3068,0.89,470,"Diameter, 3D, Angles","Neurites, No Soma",2001,,0,,0,0,0
Althammer,PVN_40x_11_filament34,147458,rat,althammer,False,,0,0,0,,4.212,True,0.93,0.89,181,112.12,161.04,34.06,althammer__PVN_40x_11_filament34.swc,0.432372,0.0,0.0,0.0,0.0,0.0,2559.3023,161.04,143.3678,0.89,853,"Diameter, 3D, Angles","Neurites, No Soma",7191,,0,,0,0,0
Althammer,PVN_40x_1_filament4,147402,rat,althammer,False,,0,0,0,,5.682,True,1.092,0.89,156,138.56,84.54,32.54,althammer__PVN_40x_1_filament4.swc,0.308613,0.0,0.0,0.0,0.0,0.0,772.736,138.56,127.2473,0.89,613,"Diameter, 3D, Angles","Neurites, No Soma",2257,,0,,0,0,0
Althammer,PVN_40x_3_filament7,147566,rat,althammer,False,,0,0,0,,4.1,True,0.956,0.89,57,41.26,50.35,12.95,althammer__PVN_40x_3_filament7.swc,0.448662,0.0,0.0,0.0,0.0,0.0,243.9098,50.35,35.3741,0.89,315,"Diameter, 3D, Angles","Neurites, No Soma",715,,0,,0,0,0
Althammer,PVN9_microglia_9,147296,rat,althammer,False,,0,0,0,,7.0,True,0.734,0.3,152,40.77,45.52,26.58,althammer__PVN9_microglia_9.swc,0.056778,0.0,0.0,0.0,0.0,0.0,688.6356,45.52,37.9298,0.3,829,"Diameter, 3D, Angles","Processes, No Soma",1662,,0,,0,0,0
Althammer,PVN_40x_9_filament58,147403,rat,althammer,False,,0,0,0,,4.73,True,0.89,0.89,59,49.21,52.76,27.4,althammer__PVN_40x_9_filament58.swc,0.632443,0.0,0.0,0.0,0.0,0.0,826.08,52.76,41.8591,0.89,486,"Diameter, 3D, Angles","Neurites, No Soma",2157,,0,,0,0,0
Althammer,PVN10_microglia_7,147209,rat,althammer,False,,0,0,0,,6.39,True,0.656,0.3,207,62.04,51.97,35.16,althammer__PVN10_microglia_7.swc,0.057744,0.0,0.0,0.0,0.0,0.0,835.4844,62.04,46.1022,0.3,887,"Diameter, 3D, Angles","Processes, No Soma",2113,,0,,0,0,0
Althammer,PVN_40x_11_filament31,147509,rat,althammer,False,,0,0,0,,4.706,True,0.914,0.89,60,30.01,53.34,15.46,althammer__PVN_40x_11_filament31.swc,0.484352,0.0,0.0,0.0,0.0,0.0,471.3009,53.34,29.3535,0.89,464,"Diameter, 3D, Angles","Neurites, No Soma",1204,,0,,0,0,0
Althammer,PVN14_microglia_44,147288,rat,althammer,False,,0,0,0,,6.544,True,1.028,0.3,160,26.34,48.1,23.44,althammer__PVN14_microglia_44.swc,0.046191,0.0,0.0,0.0,0.0,0.0,315.7501,48.1,44.1413,0.3,576,"Diameter, 3D, Angles","Processes, No Soma",791,,0,,0,0,0
Althammer,PVN_40x_6_filament46,147651,rat,althammer,False,,0,0,0,,4.242,True,1.758,0.89,48,22.89,42.61,12.79,althammer__PVN_40x_6_filament46.swc,0.304351,0.0,0.0,0.0,0.0,0.0,219.4882,42.61,26.1126,0.89,326,"Diameter, 3D, Angles","Neurites, No Soma",570,,0,,0,0,0
Althammer,PVN3_microglia_27,147384,rat,althammer,False,,0,0,0,,6.524,True,0.678,0.3,330,43.36,99.13,29.86,althammer__PVN3_microglia_27.swc,0.053528,0.0,0.0,0.0,0.0,0.0,1103.1251,99.13,58.7852,0.3,1088,"Diameter, 3D, Angles","Processes, No Soma",2878,,0,,0,0,0
Althammer,PVN24_microglia28,147202,rat,althammer,False,,0,0,0,,7.0,True,0.67,0.3,232,45.75,69.6,43.39,althammer__PVN24_microglia28.swc,0.069723,0.0,0.0,0.0,0.0,0.0,1112.5828,69.6,37.9435,0.3,417,"Diameter, 3D, Angles","Processes, Soma",3038,7.0,3,,0,0,0
Althammer,PVN13_microglia_41,147605,rat,althammer,False,,0,0,0,,6.444,True,0.758,0.3,185,32.08,55.44,30.43,althammer__PVN13_microglia_41.swc,0.048144,0.0,0.0,0.0,0.0,0.0,585.685,55.44,39.0489,0.3,758,"Diameter, 3D, Angles","Processes, No Soma",1490,,0,,0,0,0
Althammer,PVN22_microglia13,147300,rat,althammer,False,,0,0,0,,6.02,True,0.61,0.3,181,50.58,54.23,40.4,althammer__PVN22_microglia13.swc,0.055459,0.0,0.0,0.0,0.0,0.0,1362.5486,54.23,33.4291,0.3,375,"Diameter, 3D, Angles","Processes, Soma",3496,7.0,3,,0,0,0
Althammer,PVN_40x_9_filament34,147588,rat,althammer,False,,0,0,0,,2.086,True,0.89,0.89,51,20.95,45.45,18.43,althammer__PVN_40x_9_filament34.swc,0.761942,0.0,0.0,0.0,0.0,0.0,203.3784,45.45,32.2715,0.89,112,"Diameter, 3D, Angles","Neurites, No Soma",555,,0,,0,0,0
Althammer,PVN13_microglia_7,147475,rat,althammer,False,,0,0,0,,7.0,True,0.742,0.3,168,44.68,50.49,34.82,althammer__PVN13_microglia_7.swc,0.051857,0.0,0.0,0.0,0.0,0.0,626.1451,50.49,40.5695,0.3,778,"Diameter, 3D, Angles","Processes, No Soma",1597,,0,,0,0,0
Althammer,PVN23_microglia38,147374,rat,althammer,False,,0,0,0,,6.39,True,0.94,0.3,97,28.71,29.16,11.66,althammer__PVN23_microglia38.swc,0.047391,0.0,0.0,0.0,0.0,0.0,206.7228,29.16,31.3907,0.3,248,"Diameter, 3D, Angles","Processes, Soma",509,7.0,3,,0,0,0
Althammer,PVN24_microglia20,147469,rat,althammer,False,,0,0,0,,6.23,True,0.66,0.3,225,44.54,67.64,36.68,althammer__PVN24_microglia20.swc,0.06253,0.0,0.0,0.0,0.0,0.0,1076.4694,67.64,37.4828,0.3,394,"Diameter, 3D, Angles","Processes, Soma",2798,7.0,3,,0,0,0
Althammer,PVN26_microglia9,147465,rat,althammer,False,,0,0,0,,6.28,True,0.67,0.3,230,43.33,68.88,44.93,althammer__PVN26_microglia9.swc,0.074978,0.0,0.0,0.0,0.0,0.0,1356.29,68.88,42.1574,0.3,437,"Diameter, 3D, Angles","Processes, Soma",3487,7.0,3,,0,0,0
Althammer,PVN21_microglia32,147641,rat,althammer,False,,0,0,0,,6.24,True,0.72,0.3,196,46.19,58.83,31.99,althammer__PVN21_microglia32.swc,0.046017,0.0,0.0,0.0,0.0,0.0,575.7614,58.83,39.5615,0.3,309,"Diameter, 3D, Angles","Processes, Soma",1359,7.0,3,,0,0,0
Althammer,PVN12_microglia_15,147215,rat,althammer,False,,0,0,0,,7.0,True,0.823,0.3,181,51.73,54.32,37.54,althammer__PVN12_microglia_15.swc,0.048286,0.0,0.0,0.0,0.0,0.0,919.1574,54.32,41.8662,0.3,1032,"Diameter, 3D, Angles","Processes, No Soma",2297,,0,,0,0,0
Althammer,PVN_40x_3_filament10,147324,rat,althammer,False,,0,0,0,,7.542,True,0.89,0.89,89,61.98,79.35,38.3,althammer__PVN_40x_3_filament10.swc,0.485098,0.0,0.0,0.0,0.0,0.0,801.7348,79.35,62.4124,0.89,599,"Diameter, 3D, Angles","Neurites, No Soma",2237,,0,,0,0,0
Althammer,PVN_40x_7_filament46,147301,rat,althammer,False,,0,0,0,,4.644,True,1.309,0.89,328,115.06,291.96,34.88,althammer__PVN_40x_7_filament46.swc,0.258923,0.0,0.0,0.0,0.0,0.0,1680.153,291.96,223.0924,0.89,1193,"Diameter, 3D, Angles","Neurites, No Soma",5003,,0,,0,0,0
Althammer,PVN25_microglia12,147278,rat,althammer,False,,0,0,0,,6.26,True,0.72,0.3,219,53.06,65.77,31.64,althammer__PVN25_microglia12.swc,0.055766,0.0,0.0,0.0,0.0,0.0,1035.0979,65.77,40.6457,0.3,408,"Diameter, 3D, Angles","Processes, Soma",2635,7.0,3,,0,0,0
Althammer,PVN_40x_6_filament16,147323,rat,althammer,False,,0,0,0,,5.798,True,1.285,0.89,137,76.81,121.69,33.49,althammer__PVN_40x_6_filament16.swc,0.313047,0.0,0.0,0.0,0.0,0.0,1384.913,121.69,102.0514,0.89,1082,"Diameter, 3D, Angles","Neurites, No Soma",3777,,0,,0,0,0
Althammer,PVN28_microglia25,147194,rat,althammer,False,,0,0,0,,6.46,True,0.5,0.3,212,63.5,39.59,57.58,althammer__PVN28_microglia25.swc,0.069441,0.0,0.0,0.0,0.0,0.0,1299.935,63.5,41.4311,0.3,345,"Diameter, 3D, Angles","Processes, Soma",3443,7.0,3,,0,0,0
Althammer,PVN28_microglia24,147297,rat,althammer,False,,0,0,0,,5.96,True,0.61,0.3,138,33.54,41.45,20.65,althammer__PVN28_microglia24.swc,0.066878,0.0,0.0,0.0,0.0,0.0,472.3223,41.45,36.0887,0.3,294,"Diameter, 3D, Angles","Processes, Soma",1290,7.0,3,,0,0,0
Althammer,PVN27_microglia19,147575,rat,althammer,False,,0,0,0,,5.86,True,0.57,0.3,216,49.05,64.71,43.52,althammer__PVN27_microglia19.swc,0.065405,0.0,0.0,0.0,0.0,0.0,1296.298,64.71,42.74,0.3,339,"Diameter, 3D, Angles","Processes, Soma",3235,7.0,3,,0,0,0
Althammer,PVN7_microglia_10,147592,rat,althammer,False,,0,0,0,,7.0,True,0.647,0.3,241,50.46,72.16,46.37,althammer__PVN7_microglia_10.swc,0.051098,0.0,0.0,0.0,0.0,0.0,996.6896,72.16,53.8604,0.3,977,"Diameter, 3D, Angles","Processes, No Soma",2609,,0,,0,0,0
Althammer,PVN_40x_9_filament24,147317,rat,althammer,False,,0,0,0,,3.386,True,1.111,0.89,50,20.43,44.41,17.21,althammer__PVN_40x_9_filament24.swc,0.364357,0.0,0.0,0.0,0.0,0.0,212.8455,44.41,27.3857,0.89,288,"Diameter, 3D, Angles","Neurites, No Soma",567,,0,,0,0,0
Althammer,PVN_40x_3_filament37,147524,rat,althammer,False,,0,0,0,,3.59,True,0.908,0.89,57,37.47,51.01,49.49,althammer__PVN_40x_3_filament37.swc,0.458399,0.0,0.0,0.0,0.0,0.0,601.5801,51.01,53.364,0.89,464,"Diameter, 3D, Angles","Neurites, No Soma",1595,,0,,0,0,0
Althammer,PVN11_microglia_17,147299,rat,althammer,False,,0,0,0,,6.218,True,0.678,0.3,195,42.17,58.53,41.6,althammer__PVN11_microglia_17.swc,0.05902,0.0,0.0,0.0,0.0,0.0,1000.7221,58.53,34.0538,0.3,978,"Diameter, 3D, Angles","Processes, No Soma",2472,,0,,0,0,0
Althammer,PVN23_microglia25,147267,rat,althammer,False,,0,0,0,,6.39,True,0.44,0.3,248,36.7,74.28,44.78,althammer__PVN23_microglia25.swc,0.083905,0.0,0.0,0.0,0.0,0.0,1078.9477,74.28,76.854,0.3,364,"Diameter, 3D, Angles","Processes, Soma",2700,7.0,3,,0,0,0
Harder,8633_Ent_1_10,293424,rat,harder,False,,0,0,0,,2.034,True,0.402,0.402,91,31.15,36.47,11.69,harder__8633_Ent_1_10.swc,0.777432,0.0,0.0,0.0,0.0,0.0,192.1103,36.47,24.3949,0.402,121,"Diameter, 3D, Angles","Processes, Soma",435,3.544,3,,0,0,0
Harder,8632_PAG_3_24,293373,rat,harder,False,,0,0,0,,2.378,True,0.44,0.402,95,36.37,38.25,14.03,harder__8632_PAG_3_24.swc,0.660438,0.0,0.0,0.0,0.0,0.0,211.5649,38.25,23.0262,0.402,235,"Diameter, 3D, Angles","Processes, Soma",548,4.05,3,,0,0,0
Harder,8638_Ent_2_07,293476,rat,harder,False,,0,0,0,,2.024,True,0.402,0.402,79,29.27,31.83,18.16,harder__8638_Ent_2_07.swc,0.576568,0.0,0.0,0.0,0.0,0.0,202.7158,31.83,24.5091,0.402,169,"Diameter, 3D, Angles","Processes, Soma",423,7.0,3,,0,0,0
Harder,8631_PAG_1_02,293650,rat,harder,False,,0,0,0,,2.14,True,0.845,0.402,105,27.77,42.13,7.38,harder__8631_PAG_1_02.swc,0.441805,0.0,0.0,0.0,0.0,0.0,122.3639,42.13,27.9845,0.402,195,"Diameter, 3D, Angles","Processes, Soma",381,4.7951,7,,0,0,0
Harder,8612_PAG_1_18,293324,rat,harder,False,,0,0,0,,2.066,True,0.605,0.404,86,12.15,34.92,11.66,harder__8612_PAG_1_18.swc,0.642507,0.0,0.0,0.0,0.0,0.0,94.3718,34.92,19.4218,0.404,111,"Diameter, 3D, Angles","Processes, Soma",223,3.012,3,,0,0,0
Harder,8838_PAG_1_24,293392,rat,harder,False,,0,0,0,,2.174,True,0.402,0.402,123,22.64,49.48,9.0,harder__8838_PAG_1_24.swc,0.873358,0.0,0.0,0.0,0.0,0.0,168.9021,49.48,30.0932,0.402,75,"Diameter, 3D, Angles","Processes, Soma",393,7.0,3,,0,0,0
Harder,8634_PAG_2_12,293468,rat,harder,False,,0,0,0,,2.052,True,0.402,0.402,156,45.07,62.74,19.87,harder__8634_PAG_2_12.swc,0.76149,0.0,0.0,0.0,0.0,0.0,270.8359,62.74,48.6664,0.402,171,"Diameter, 3D, Angles","Processes, Soma",601,7.0,3,,0,0,0
Harder,8827_Ent_3_09,293595,rat,harder,False,,0,0,0,,2.702,True,1.395,0.402,82,27.05,33.1,10.74,harder__8827_Ent_3_09.swc,0.376767,0.0,0.0,0.0,0.0,0.0,169.9668,33.1,19.413,0.402,218,"Diameter, 3D, Angles","Processes, Soma",385,7.0,3,,0,0,0
Harder,8630_PAG_2_12,293709,rat,harder,False,,0,0,0,,2.016,False,0.402,0.402,85,22.26,34.12,9.0,harder__8630_PAG_2_12.swc,0.950762,0.0,0.0,0.0,0.0,0.0,160.2123,34.12,23.9122,0.402,21,"Diameter, 3D, Angles","Processes, Soma",370,5.172,3,,0,0,0
Harder,8641_Ent_1_06,293447,rat,harder,False,,0,0,0,,2.028,True,0.402,0.402,117,35.04,47.05,24.1,harder__8641_Ent_1_06.swc,0.815054,0.0,0.0,0.0,0.0,0.0,265.4444,47.05,33.7048,0.402,116,"Diameter, 3D, Angles","Processes, Soma",474,7.0,3,,0,0,0
Harder,8618_PAG_1_06,293541,rat,harder,False,,0,0,0,,1.796,True,0.402,0.402,64,24.26,25.59,5.75,harder__8618_PAG_1_06.swc,0.665214,0.0,0.0,0.0,0.0,0.0,88.0434,25.59,20.3958,0.402,98,"No Diameter, 3D, Angles","Processes, Soma",227,3.03,3,,0,0,0
Harder,8628_PAG_2_18,293549,rat,harder,False,,0,0,0,,2.242,True,0.89,0.402,65,20.64,26.04,13.07,harder__8628_PAG_2_18.swc,0.522523,0.0,0.0,0.0,0.0,0.0,107.1168,26.04,20.8271,0.402,152,"Diameter, 3D, Angles","Processes, Soma",298,4.282,3,,0,0,0
